    PID TTY      STAT   TIME COMMAND
   1656 ?        Sl     0:01 /usr/bin/snap userd SHELL=/bin/bash DBUS_STARTER_ADDRESS=unix:path=/run/user/1000/bus,guid=8fac690ff3e6921aea6b0713635aac08 XDG_CURRENT_DESKTOP=XFCE XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session0 DISPLAY=:0 QT_ACCESSIBILITY=1 XDG_RUNTIME_DIR=/run/user/1000 DESKTOP_SESSION=xubuntu LC_NAME=ru_RU.UTF-8 LC_MEASUREMENT=ru_RU.UTF-8 LC_PAPER=ru_RU.UTF-8 GTK_OVERLAY_SCROLLING=0 XDG_GREETER_DATA_DIR=/var/lib/lightdm-data/denis PATH=/home/denis/.cargo/bin:/home/denis/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin LC_MONETARY=ru_RU.UTF-8 LC_NUMERIC=ru_RU.UTF-8 LC_TIME=ru_RU.UTF-8 GDMSESSION=xubuntu LC_IDENTIFICATION=ru_RU.UTF-8 XDG_SESSION_TYPE=x11 XDG_DATA_DIRS=/usr/share/xubuntu:/usr/share/xfce4:/usr/local/share:/usr/share:/var/lib/snapd/desktop SYSTEMD_EXEC_PID=1100 LANGUAGE=en_US JOURNAL_STREAM=8:26299 GPG_AGENT_INFO=/run/user/1000/gnupg/S.gpg-agent:0:1 DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus,guid=8fac690ff3e6921aea6b0713635aac08 INVOCATION_ID=ddb9826b8c98420f95eedd6741aa6fc0 XDG_SESSION_CLASS=user XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0 XAUTHORITY=/home/denis/.Xauthority USER=denis DBUS_STARTER_BUS_TYPE=session LC_ADDRESS=ru_RU.UTF-8 LC_TELEPHONE=ru_RU.UTF-8 SHLVL=1 GDM_LANG=en_US QT_QPA_PLATFORMTHEME=gtk2 PWD=/home/denis XAUTHLOCALHOSTNAME= CLUTTER_BACKEND=x11 MANAGERPID=1089 LANG=en_US.UTF-8 _=/usr/bin/dbus-update-activation-environment XDG_SESSION_DESKTOP=xubuntu XDG_CONFIG_DIRS=/etc/xdg/xdg-xubuntu:/etc/xdg HOME=/home/denis LOGNAME=denis
   2408 ?        S      0:00 /bin/bash /usr/bin/atom LANGUAGE=en_US USER=denis LC_TIME=ru_RU.UTF-8 XDG_SEAT=seat0 XDG_SESSION_TYPE=x11 SHLVL=0 HOME=/home/denis DESKTOP_SESSION=xubuntu XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0 LC_MONETARY=ru_RU.UTF-8 DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus QT_QPA_PLATFORMTHEME=gtk2 LOGNAME=denis XDG_SESSION_CLASS=user CLUTTER_BACKEND=x11 GTK_OVERLAY_SCROLLING=0 XDG_SESSION_ID=c2 PATH=/home/denis/.cargo/bin:/home/denis/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin GDM_LANG=en_US XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session0 LC_ADDRESS=ru_RU.UTF-8 XDG_RUNTIME_DIR=/run/user/1000 XDG_MENU_PREFIX=xfce- LANG=en_US.UTF-8 XDG_CURRENT_DESKTOP=XFCE LC_TELEPHONE=ru_RU.UTF-8 XDG_SESSION_DESKTOP=xubuntu XAUTHORITY=/home/denis/.Xauthority XDG_GREETER_DATA_DIR=/var/lib/lightdm-data/denis SHELL=/bin/bash LC_NAME=ru_RU.UTF-8 QT_ACCESSIBILITY=1 GDMSESSION=xubuntu LC_MEASUREMENT=ru_RU.UTF-8 GPG_AGENT_INFO=/run/user/1000/gnupg/S.gpg-agent:0:1 LC_IDENTIFICATION=ru_RU.UTF-8 XDG_VTNR=7 PWD=/home/denis XDG_CONFIG_DIRS=/etc/xdg/xdg-xubuntu:/etc/xdg:/etc/xdg XDG_DATA_DIRS=/usr/share/xubuntu:/usr/share/xfce4:/usr/local/share:/usr/share:/var/lib/snapd/desktop:/usr/share LC_NUMERIC=ru_RU.UTF-8 LC_PAPER=ru_RU.UTF-8 SESSION_MANAGER=local/inwin:@/tmp/.ICE-unix/1107,unix/inwin:/tmp/.ICE-unix/1107 SSH_AUTH_SOCK=/run/user/1000/keyring/ssh DISPLAY=:0.0
   2410 ?        Sl     7:22 /usr/share/atom/atom --executed-from=/home/denis --pid=2395                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
   2413 ?        S      0:00 /usr/share/atom/atom --type=zygote --no-zygote-sandbox                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
   2414 ?        S      0:00 /usr/share/atom/atom --type=zygote                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
   2416 ?        S      0:00 /usr/share/atom/atom --type=zygote                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
   2458 ?        Sl     0:00 /usr/share/atom/atom --type=utility --field-trial-handle=8627507997956586140,10767188085401491193,131072 --enable-features=WebComponentsV0Enabled --disable-features=SpareRendererForSitePerProcess --lang=en-US --service-sandbox-type=network --enable-experimental-web-platform-features --enable-crash-reporter=8b270ffc-51c1-43bd-990e-8b04089823b7,no_channel --global-crash-keys=8b270ffc-51c1-43bd-990e-8b04089823b7,no_channel,_companyName=GitHub,_productName=Atom,_version=1.60.0 --shared-files=v8_snapshot_data:100 a:100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
   2480 ?        SLl    6:15 /usr/share/atom/atom --type=renderer --enable-experimental-web-platform-features --field-trial-handle=8627507997956586140,10767188085401491193,131072 --enable-features=WebComponentsV0Enabled --disable-features=SpareRendererForSitePerProcess --disable-gpu-compositing --lang=en-US --enable-crash-reporter=8b270ffc-51c1-43bd-990e-8b04089823b7,no_channel --global-crash-keys=8b270ffc-51c1-43bd-990e-8b04089823b7,no_channel,_companyName=GitHub,_productName=Atom,_version=1.60.0 --app-path=/usr/share/atom/resources/app.asar --node-integration --node-integration-in-worker --webview-tag --no-sandbox --no-zygote --enable-remote-module --background-color=#fff --disable-blink-features=Auxclick --enable-spellcheck --enable-websql --num-raster-threads=1 --renderer-client-id=7 --no-v8-untrusted-code-mitigations --shared-files=v8_snapshot_data:100 a:100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
   2492 ?        Sl     1:10 /usr/share/atom/atom --type=gpu-process --field-trial-handle=8627507997956586140,10767188085401491193,131072 --enable-features=WebComponentsV0Enabled --disable-features=SpareRendererForSitePerProcess --enable-crash-reporter=8b270ffc-51c1-43bd-990e-8b04089823b7,no_channel --global-crash-keys=8b270ffc-51c1-43bd-990e-8b04089823b7,no_channel,_companyName=GitHub,_productName=Atom,_version=1.60.0 --gpu-preferences=MAAAAAAAAAAgAAAAAAAAAAAAAAAAAAAAAABgAAAAAAAQAAAAAAAAAAAAAAAAAAAACAAAAAAAAAA= --use-gl=disabled --shared-files andle=8627507997956586140,10767188085401491193,131072 --enable-features=WebComponentsV0Enabled --disable-features=SpareRendererForSitePerProcess --enable-crash-reporter=8b270ffc-51c1-43bd-990e-8b04089823b7,no_channel --global-crash-keys=8b270ffc-51c1-43bd-990e-8b04089823b7,no_channel,_companyName=GitHub,_productName=Atom,_version=1.60.0 --gpu-preferences=MAAAAAAAAAAgAAAAAAAAAAAAAAAAAAAAAABgAAAAAAAQAAAAAAAAAAAAAAAAAAAACAAAAAAAAAA= --use-gl=disabled --shared-files                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
   2534 ?        Sl     0:02 /usr/share/atom/atom --type=renderer --enable-experimental-web-platform-features --field-trial-handle=8627507997956586140,10767188085401491193,131072 --enable-features=WebComponentsV0Enabled --disable-features=SpareRendererForSitePerProcess --disable-gpu-compositing --lang=en-US --enable-crash-reporter=8b270ffc-51c1-43bd-990e-8b04089823b7,no_channel --global-crash-keys=8b270ffc-51c1-43bd-990e-8b04089823b7,no_channel,_companyName=GitHub,_productName=Atom,_version=1.60.0 --app-path=/usr/share/atom/resources/app.asar --node-integration --no-sandbox --no-zygote --enable-remote-module --background-color=#fff --enable-spellcheck --enable-websql --num-raster-threads=1 --renderer-client-id=11 --no-v8-untrusted-code-mitigations --shared-files=v8_snapshot_data:100 a:100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
   5272 ?        S      0:00 /usr/bin/ssh-agent -D -a /run/user/1000/keyring/.ssh
   7459 pts/0    Ss     0:00 bash PWD=/home/denis/patterns LANGUAGE=en_US LANG=en_US.UTF-8 SSH_AUTH_SOCK=/run/user/1000/keyring/ssh XDG_CURRENT_DESKTOP=XFCE TERM=xterm-256color LC_IDENTIFICATION=ru_RU.UTF-8 XDG_GREETER_DATA_DIR=/var/lib/lightdm-data/denis SESSION_MANAGER=local/inwin:@/tmp/.ICE-unix/1107,unix/inwin:/tmp/.ICE-unix/1107 GPG_AGENT_INFO=/run/user/1000/gnupg/S.gpg-agent:0:1 USER=denis HOME=/home/denis XDG_MENU_PREFIX=xfce- XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session0 COLORTERM=truecolor DESKTOP_SESSION=xubuntu DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus XDG_VTNR=7 XDG_SEAT=seat0 LC_NUMERIC=ru_RU.UTF-8 LC_MEASUREMENT=ru_RU.UTF-8 XDG_CONFIG_DIRS=/etc/xdg/xdg-xubuntu:/etc/xdg:/etc/xdg VTE_VERSION=6800 XDG_SESSION_DESKTOP=xubuntu QT_ACCESSIBILITY=1 XDG_DATA_DIRS=/usr/share/xubuntu:/usr/share/xfce4:/usr/local/share:/usr/share:/var/lib/snapd/desktop:/usr/share LC_TIME=ru_RU.UTF-8 GTK_OVERLAY_SCROLLING=0 LOGNAME=denis XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0 LC_PAPER=ru_RU.UTF-8 PATH=/home/denis/.cargo/bin:/home/denis/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin XDG_RUNTIME_DIR=/run/user/1000 WINDOWID=44040195 SHELL=/bin/bash XDG_SESSION_ID=c2 CLUTTER_BACKEND=x11 LC_MONETARY=ru_RU.UTF-8 LC_TELEPHONE=ru_RU.UTF-8 XDG_SESSION_TYPE=x11 QT_QPA_PLATFORMTHEME=gtk2 SHLVL=0 XAUTHORITY=/home/denis/.Xauthority GDM_LANG=en_US LC_NAME=ru_RU.UTF-8 XDG_SESSION_CLASS=user DISPLAY=:0.0 LC_ADDRESS=ru_RU.UTF-8 GDMSESSION=xubuntu
  10035 tty1     S+     0:00 -bash INVOCATION_ID=779850f36af445dba7299a6f9ba3855c TERM=linux JOURNAL_STREAM=8:25652 SYSTEMD_EXEC_PID=856 HOME=/home/denis SHELL=/bin/bash USER=denis LOGNAME=denis PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin MOTD_SHOWN=pam LANG=en_US.UTF-8 LC_NUMERIC=ru_RU.UTF-8 LC_TIME=ru_RU.UTF-8 LC_MONETARY=ru_RU.UTF-8 LC_PAPER=ru_RU.UTF-8 LC_NAME=ru_RU.UTF-8 LC_ADDRESS=ru_RU.UTF-8 LC_TELEPHONE=ru_RU.UTF-8 LC_MEASUREMENT=ru_RU.UTF-8 LC_IDENTIFICATION=ru_RU.UTF-8 MAIL=/var/mail/denis XDG_SESSION_ID=17 XDG_RUNTIME_DIR=/run/user/1000 DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus XDG_SESSION_TYPE=tty XDG_SESSION_CLASS=user XDG_SEAT=seat0 XDG_VTNR=1 HUSHLOGIN=FALSE
  11939 ?        Sl    76:03 /snap/firefox/1883/usr/lib/firefox/firefox __EGL_VENDOR_LIBRARY_DIRS=/snap/firefox/1883/gnome-platform/usr/share/glvnd/egl_vendor.d LANGUAGE=en_US SNAP_INSTANCE_KEY= USER=denis SNAP_COMMON=/var/snap/firefox/common LC_TIME=ru_RU.UTF-8 PIPEWIRE_CONFIG_NAME=/snap/firefox/1883/usr/share/pipewire/pipewire.conf FONTCONFIG_PATH=/snap/firefox/1883/gnome-platform/etc/fonts XDG_SEAT=seat0 LIBVA_DRIVERS_PATH=/snap/firefox/1883/gnome-platform/usr/lib/x86_64-linux-gnu/dri GIO_MODULE_DIR=/home/denis/snap/firefox/common/.cache/gio-modules XDG_SESSION_TYPE=x11 TEMPDIR=/tmp XDG_CACHE_HOME=/home/denis/snap/firefox/common/.cache SHLVL=0 LD_LIBRARY_PATH=/var/lib/snapd/lib/gl:/var/lib/snapd/lib/gl32:/var/lib/snapd/void:/snap/firefox/1883/usr/lib:/snap/firefox/1883/usr/lib/x86_64-linux-gnu:/snap/firefox/1883/gnome-platform/lib/x86_64-linux-gnu:/snap/firefox/1883/gnome-platform/usr/lib/x86_64-linux-gnu:/snap/firefox/1883/gnome-platform/usr/lib:/snap/firefox/1883/gnome-platform/lib:/snap/firefox/1883/gnome-platform/usr/lib/x86_64-linux-gnu/dri:/var/lib/snapd/lib/gl:/snap/firefox/1883/gnome-platform/usr/lib/x86_64-linux-gnu/libunity:/snap/firefox/1883/gnome-platform/usr/lib/x86_64-linux-gnu/pulseaudio HOME=/home/denis/snap/firefox/common XLOCALEDIR=/snap/firefox/1883/gnome-platform/usr/share/X11/locale SNAP_LIBRARY_PATH=/var/lib/snapd/lib/gl:/var/lib/snapd/lib/gl32:/var/lib/snapd/void MOZ_ENABLE_WAYLAND=0 DESKTOP_SESSION=xubuntu GI_TYPELIB_PATH=/snap/firefox/1883/gnome-platform/usr/lib/gjs/girepository-1.0:/snap/firefox/1883/gnome-platform/usr/lib/girepository-1.0:/snap/firefox/1883/gnome-platform/usr/lib/x86_64-linux-gnu/girepository-1.0 SNAP_USER_DATA=/home/denis/snap/firefox/1883 GTK_PATH=/snap/firefox/1883/gnome-platform/usr/lib/x86_64-linux-gnu/gtk-3.0 GTK_IM_MODULE_FILE=/home/denis/snap/firefox/common/.cache/immodules/immodules.cache XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0 LC_MONETARY=ru_RU.UTF-8 DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus SNAP_REVISION=1883 QT_QPA_PLATFORMTHEME=gtk2 SPA_PLUGIN_DIR=/snap/firefox/1883/usr/lib/x86_64-linux-gnu/spa-0.2 GST_PLUGIN_SCANNER=/snap/firefox/1883/gnome-platform/usr/lib/x86_64-linux-gnu/gstreamer1.0/gstreamer-1.0/gst-plugin-scanner TMPDIR=/tmp LOGNAME=denis XKB_CONFIG_ROOT=/snap/firefox/1883/gnome-platform/usr/share/X11/xkb SNAP_CONTEXT=E0hxEPdBZH4iSTFtRWhpgiiB1I2a1wRygzQ4Ax1AZKAaA2EcBpxe PULSE_SERVER=unix:/run/user/1000/snap.firefox/../pulse/native XDG_SESSION_CLASS=user SNAP_VERSION=105.0.1-1 CLUTTER_BACKEND=x11 GTK_OVERLAY_SCROLLING=0 XDG_SESSION_ID=c2 SNAP_INSTANCE_NAME=firefox VDPAU_DRIVER_PATH=/usr/lib/x86_64-linux-gnu/vdpau/ PATH=/snap/firefox/1883/usr/sbin:/snap/firefox/1883/usr/bin:/snap/firefox/1883/sbin:/snap/firefox/1883/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/firefox/1883/gnome-platform/usr/bin SESSION_MANAGER=local/inwin:@/tmp/.ICE-unix/1107,unix/inwin:/tmp/.ICE-unix/1107 GDM_LANG=en_US XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session0 XDG_MENU_PREFIX=xfce- LC_ADDRESS=ru_RU.UTF-8 SNAP_DATA=/var/snap/firefox/1883 XDG_RUNTIME_DIR=/run/user/1000/snap.firefox GST_PLUGIN_SYSTEM_PATH=/snap/firefox/1883/gnome-platform/usr/lib/x86_64-linux-gnu/gstreamer-1.0 DISPLAY=:0.0 LOCPATH=/snap/firefox/1883/gnome-platform/usr/lib/locale DESKTOP_STARTUP_ID=Thunar/firefox/1247-1-inwin_TIME28316258 LD_PRELOAD=:/snap/firefox/1883/gnome-platform/$LIB/bindtextdomain.so LANG=en_US.UTF-8 XDG_CURRENT_DESKTOP=XFCE SNAP_DESKTOP_RUNTIME=/snap/firefox/1883/gnome-platform LC_TELEPHONE=ru_RU.UTF-8 XDG_DATA_HOME=/home/denis/snap/firefox/1883/.local/share XDG_CONFIG_HOME=/home/denis/snap/firefox/1883/.config XDG_SESSION_DESKTOP=xubuntu XAUTHORITY=/home/denis/.Xauthority SNAP_USER_COMMON=/home/denis/snap/firefox/common SSH_AUTH_SOCK=/run/user/1000/keyring/ssh XDG_GREETER_DATA_DIR=/var/lib/lightdm-data/denis SNAP_ARCH=amd64 SNAP_COOKIE=E0hxEPdBZH4iSTFtRWhpgiiB1I2a1wRygzQ4Ax1AZKAaA2EcBpxe SHELL=/bin/bash LC_NAME=ru_RU.UTF-8 GDK_PIXBUF_MODULEDIR=/snap/firefox/1883/gnome-platform/usr/lib/x86_64-linux-gnu/gdk-pixbuf-2.0/2.10.0/loaders GST_PLUGIN_PATH=/snap/firefox/1883/usr/lib/x86_64-linux-gnu/gstreamer-1.0 QT_ACCESSIBILITY=1 SNAP_REEXEC= GDMSESSION=xubuntu FONTCONFIG_FILE=/snap/firefox/1883/gnome-platform/etc/fonts/fonts.conf SNAP_NAME=firefox PIPEWIRE_MODULE_DIR=/snap/firefox/1883/usr/lib/x86_64-linux-gnu/pipewire-0.3 XCURSOR_PATH=/snap/firefox/1883/data-dir/icons:/snap/firefox/1883/gnome-platform/usr/share/icons LC_MEASUREMENT=ru_RU.UTF-8 GDK_PIXBUF_MODULE_FILE=/home/denis/snap/firefox/common/.cache/gdk-pixbuf-loaders.cache GPG_AGENT_INFO=/run/user/1000/gnupg/S.gpg-agent:0:1 LC_IDENTIFICATION=ru_RU.UTF-8 SNAP_LAUNCHER_ARCH_TRIPLET=x86_64-linux-gnu XDG_VTNR=7 PWD=/home/denis XDG_CONFIG_DIRS=/snap/firefox/1883/gnome-platform/etc/xdg:/etc/xdg/xdg-xubuntu:/etc/xdg:/etc/xdg SNAP_REAL_HOME=/home/denis XDG_DATA_DIRS=/home/denis/snap/firefox/1883/.local/share:/home/denis/snap/firefox/1883:/snap/firefox/1883/data-dir:/snap/firefox/1883/usr/share:/snap/firefox/1883/gnome-platform/usr/share:/usr/share/xubuntu:/usr/share/xfce4:/usr/local/share:/usr/share:/var/lib/snapd/desktop:/usr/share PYTHONPATH=/snap/firefox/1883/gnome-platform/usr/lib/python3.8:/snap/firefox/1883/gnome-platform/usr/lib/python3/dist-packages SNAP=/snap/firefox/1883 LC_NUMERIC=ru_RU.UTF-8 LC_PAPER=ru_RU.UTF-8 GTK_USE_PORTAL=1 DICPATH=/var/snap/firefox/common/snap-hunspell LIBGL_DRIVERS_PATH=/snap/firefox/1883/gnome-platform/usr/lib/x86_64-linux-gnu/dri
